"","Date.Time","Tank1","Tank2","Tank3","Tank4","Tank5","Tank6"
"217",2019-05-09 00:00:00,NA,NA,25.914,25.768,25.914,NA
"218",2019-05-09 00:15:00,NA,NA,25.939,25.817,25.963,NA
"219",2019-05-09 00:30:00,NA,NA,25.939,25.817,25.963,NA
"220",2019-05-09 00:45:00,NA,NA,25.914,25.768,25.914,NA
"221",2019-05-09 01:00:00,NA,NA,25.866,25.72,25.866,NA
"222",2019-05-09 01:15:00,NA,NA,25.817,25.695,25.841,NA
"223",2019-05-09 01:30:00,NA,NA,25.841,25.695,25.841,NA
"224",2019-05-09 01:45:00,NA,NA,25.866,25.744,25.89,NA
"225",2019-05-09 02:00:00,NA,NA,25.89,25.768,25.914,NA
"226",2019-05-09 02:15:00,NA,NA,25.914,25.793,25.939,NA
"227",2019-05-09 02:30:00,NA,NA,25.939,25.817,25.963,NA
"228",2019-05-09 02:45:00,NA,NA,25.914,25.793,25.939,NA
"229",2019-05-09 03:00:00,NA,NA,25.939,25.793,25.939,NA
"230",2019-05-09 03:15:00,NA,NA,25.939,25.817,25.963,NA
"231",2019-05-09 03:30:00,NA,NA,25.939,25.793,25.963,NA
"232",2019-05-09 03:45:00,NA,NA,25.939,25.793,25.939,NA
"233",2019-05-09 04:00:00,NA,NA,25.914,25.793,25.939,NA
"234",2019-05-09 04:15:00,NA,NA,25.914,25.768,25.914,NA
"235",2019-05-09 04:30:00,NA,NA,25.89,25.744,25.89,NA
"236",2019-05-09 04:45:00,NA,NA,25.866,25.744,25.89,NA
"237",2019-05-09 05:00:00,NA,NA,25.866,25.744,25.89,NA
"238",2019-05-09 05:15:00,NA,NA,25.866,25.744,25.89,NA
"239",2019-05-09 05:30:00,NA,NA,25.841,25.695,25.866,NA
"240",2019-05-09 05:45:00,NA,NA,25.841,25.695,25.841,NA
"241",2019-05-09 06:00:00,NA,NA,25.793,25.671,25.817,NA
"242",2019-05-09 06:15:00,NA,NA,25.817,25.695,25.841,NA
"243",2019-05-09 06:30:00,NA,NA,25.817,25.695,25.841,NA
"244",2019-05-09 06:45:00,NA,NA,25.817,25.695,25.841,NA
"245",2019-05-09 07:00:00,NA,NA,25.817,25.671,25.817,NA
"246",2019-05-09 07:15:00,NA,NA,25.817,25.671,25.841,NA
"247",2019-05-09 07:30:00,NA,NA,25.793,25.671,25.817,NA
"248",2019-05-09 07:45:00,NA,NA,25.793,25.695,25.817,NA
"249",2019-05-09 08:00:00,NA,NA,25.841,25.744,25.866,NA
"250",2019-05-09 08:15:00,NA,NA,25.89,25.866,25.89,NA
"251",2019-05-09 08:30:00,NA,NA,25.914,25.89,25.939,NA
"252",2019-05-09 08:45:00,NA,NA,25.963,25.939,25.963,NA
"253",2019-05-09 09:00:00,NA,NA,25.987,25.963,26.012,NA
"254",2019-05-09 09:15:00,NA,NA,26.012,26.012,26.036,NA
"255",2019-05-09 09:30:00,NA,NA,26.012,26.036,26.061,NA
"256",2019-05-09 09:45:00,NA,NA,26.061,26.061,26.085,NA
"257",2019-05-09 10:00:00,NA,NA,26.085,26.085,26.109,NA
"258",2019-05-09 10:15:00,NA,NA,26.109,26.109,26.134,NA
"259",2019-05-09 10:30:00,NA,NA,26.109,26.109,26.158,NA
"260",2019-05-09 10:45:00,NA,NA,26.109,26.109,26.134,NA
"261",2019-05-09 11:00:00,NA,NA,26.109,26.109,26.134,NA
"262",2019-05-09 11:15:00,NA,NA,26.158,26.134,26.158,NA
"263",2019-05-09 11:30:00,NA,NA,26.182,26.158,26.207,NA
"264",2019-05-09 11:45:00,NA,NA,26.182,26.182,26.231,NA
"265",2019-05-09 12:00:00,NA,NA,26.182,26.182,26.207,NA
"266",2019-05-09 12:15:00,NA,NA,26.182,26.182,26.207,NA
"267",2019-05-09 12:30:00,NA,NA,26.207,26.182,26.231,NA
"268",2019-05-09 12:45:00,NA,NA,26.231,26.231,26.256,NA
"269",2019-05-09 13:00:00,NA,NA,26.256,26.231,26.28,NA
"270",2019-05-09 13:15:00,NA,NA,26.256,26.256,26.304,NA
"271",2019-05-09 13:30:00,NA,NA,26.256,26.231,26.28,NA
"272",2019-05-09 13:45:00,NA,NA,26.304,26.304,26.353,NA
"273",2019-05-09 14:00:00,NA,NA,26.353,26.329,26.378,NA
"274",2019-05-09 14:15:00,NA,NA,26.378,26.353,26.402,NA
"275",2019-05-09 14:30:00,NA,NA,26.378,26.353,26.426,NA
"276",2019-05-09 14:45:00,NA,NA,26.451,26.426,26.475,NA
"277",2019-05-09 15:00:00,NA,NA,26.646,26.622,26.646,NA
"278",2019-05-09 15:15:00,NA,NA,26.744,26.72,26.769,NA
"279",2019-05-09 15:30:00,NA,NA,26.818,26.793,26.842,NA
"280",2019-05-09 15:45:00,NA,NA,26.916,26.891,26.916,NA
"281",2019-05-09 16:00:00,NA,NA,26.94,26.916,26.965,NA
"282",2019-05-09 16:15:00,NA,NA,26.94,26.916,26.965,NA
"283",2019-05-09 16:30:00,NA,NA,26.916,26.891,26.94,NA
"284",2019-05-09 16:45:00,NA,NA,26.916,26.891,26.94,NA
"285",2019-05-09 17:00:00,NA,NA,26.867,26.842,26.891,NA
"286",2019-05-09 17:15:00,NA,NA,26.842,26.818,26.867,NA
"287",2019-05-09 17:30:00,NA,NA,26.769,26.744,26.793,NA
"288",2019-05-09 17:45:00,NA,NA,26.695,26.695,26.744,NA
"289",2019-05-09 18:00:00,NA,NA,26.549,26.549,26.598,NA
"290",2019-05-09 18:15:00,NA,NA,26.451,26.426,26.451,NA
"291",2019-05-09 18:30:00,NA,NA,26.28,26.256,26.304,NA
"292",2019-05-09 18:45:00,NA,NA,26.256,26.231,26.28,NA
"293",2019-05-09 19:00:00,NA,NA,26.28,26.256,26.304,NA
"294",2019-05-09 19:15:00,NA,NA,26.256,26.231,26.28,NA
"295",2019-05-09 19:30:00,NA,NA,26.207,26.182,26.231,NA
"296",2019-05-09 19:45:00,NA,NA,26.158,26.134,26.182,NA
"297",2019-05-09 20:00:00,NA,NA,26.134,26.109,26.158,NA
"298",2019-05-09 20:15:00,NA,NA,26.109,26.036,26.134,NA
"299",2019-05-09 20:30:00,NA,NA,26.109,26.036,26.134,NA
"300",2019-05-09 20:45:00,NA,NA,26.158,26.036,26.182,NA
"301",2019-05-09 21:00:00,NA,NA,26.158,26.012,26.158,NA
"302",2019-05-09 21:15:00,NA,NA,26.28,26.134,26.256,NA
"303",2019-05-09 21:30:00,NA,NA,26.426,26.28,26.426,NA
"304",2019-05-09 21:45:00,NA,NA,26.426,26.28,26.451,NA
"305",2019-05-09 22:00:00,NA,NA,26.378,26.256,26.402,NA
"306",2019-05-09 22:15:00,NA,NA,26.256,26.134,26.28,NA
"307",2019-05-09 22:30:00,NA,NA,26.28,26.158,26.28,NA
"308",2019-05-09 22:45:00,NA,NA,26.329,26.207,26.329,NA
"309",2019-05-09 23:00:00,NA,NA,26.378,26.256,26.402,NA
"310",2019-05-09 23:15:00,NA,NA,26.426,26.28,26.426,NA
"311",2019-05-09 23:30:00,NA,NA,26.329,26.207,26.353,NA
"312",2019-05-09 23:45:00,NA,NA,26.329,26.182,26.329,NA
"313",2019-05-10 00:00:00,NA,NA,26.402,26.256,26.402,NA
"314",2019-05-10 00:15:00,NA,NA,26.5,26.353,26.5,NA
"315",2019-05-10 00:30:00,NA,NA,26.5,26.378,26.524,NA
"316",2019-05-10 00:45:00,NA,NA,26.378,26.256,26.402,NA
"317",2019-05-10 01:00:00,NA,NA,26.451,26.304,26.451,NA
"318",2019-05-10 01:15:00,NA,NA,26.475,26.353,26.475,NA
"319",2019-05-10 01:30:00,NA,NA,26.426,26.28,26.426,NA
"320",2019-05-10 01:45:00,NA,NA,26.378,26.231,26.378,NA
"321",2019-05-10 02:00:00,NA,NA,26.402,26.256,26.402,NA
"322",2019-05-10 02:15:00,NA,NA,26.426,26.28,26.426,NA
"323",2019-05-10 02:30:00,NA,NA,26.451,26.304,26.451,NA
"324",2019-05-10 02:45:00,NA,NA,26.402,26.28,26.426,NA
"325",2019-05-10 03:00:00,NA,NA,26.378,26.231,26.378,NA
"326",2019-05-10 03:15:00,NA,NA,26.329,26.207,26.353,NA
"327",2019-05-10 03:30:00,NA,NA,26.231,26.109,26.256,NA
"328",2019-05-10 03:45:00,NA,NA,26.256,26.109,26.256,NA
"329",2019-05-10 04:00:00,NA,NA,26.231,26.085,26.231,NA
"330",2019-05-10 04:15:00,NA,NA,26.231,26.085,26.256,NA
"331",2019-05-10 04:30:00,NA,NA,26.182,26.036,26.182,NA
"332",2019-05-10 04:45:00,NA,NA,26.231,26.085,26.231,NA
"333",2019-05-10 05:00:00,NA,NA,26.231,26.109,26.256,NA
"334",2019-05-10 05:15:00,NA,NA,26.207,26.085,26.231,NA
"335",2019-05-10 05:30:00,NA,NA,26.207,26.085,26.207,NA
"336",2019-05-10 05:45:00,NA,NA,26.231,26.109,26.256,NA
"337",2019-05-10 06:00:00,NA,NA,26.231,26.085,26.231,NA
"338",2019-05-10 06:15:00,NA,NA,26.182,26.036,26.182,NA
"339",2019-05-10 06:30:00,NA,NA,26.158,26.036,26.158,NA
"340",2019-05-10 06:45:00,NA,NA,26.207,26.061,26.207,NA
"341",2019-05-10 07:00:00,NA,NA,26.231,26.085,26.231,NA
"342",2019-05-10 07:15:00,NA,NA,26.207,26.061,26.207,NA
"343",2019-05-10 07:30:00,NA,NA,26.182,26.036,26.182,NA
"344",2019-05-10 07:45:00,NA,NA,26.182,26.061,26.182,NA
"345",2019-05-10 08:00:00,NA,NA,26.182,26.085,26.182,NA
"346",2019-05-10 08:15:00,NA,NA,26.207,26.158,26.207,NA
"347",2019-05-10 08:30:00,NA,NA,26.256,26.207,26.256,NA
"348",2019-05-10 08:45:00,NA,NA,26.256,26.231,26.256,NA
"349",2019-05-10 09:00:00,NA,NA,26.28,26.231,26.28,NA
"350",2019-05-10 09:15:00,NA,NA,26.304,26.256,26.304,NA
"351",2019-05-10 09:30:00,NA,NA,26.28,26.231,26.28,NA
"1",2019-05-10 10:45:00,26.5,26.378,26.451,NA,NA,NA
"2",2019-05-10 11:00:00,26.573,26.451,26.524,NA,NA,NA
"3",2019-05-10 11:15:00,26.646,26.5,26.573,NA,NA,NA
"4",2019-05-10 11:30:00,26.72,26.451,26.549,NA,NA,NA
"5",2019-05-10 11:45:00,26.769,26.451,26.524,NA,NA,NA
"6",2019-05-10 12:00:00,26.842,26.524,26.598,NA,NA,NA
"7",2019-05-10 12:15:00,26.916,26.549,26.622,NA,NA,NA
"8",2019-05-10 12:30:00,26.965,26.549,26.622,NA,NA,NA
"9",2019-05-10 12:45:00,26.818,26.573,26.646,NA,NA,NA
"10",2019-05-10 13:00:00,26.646,26.622,26.695,NA,NA,NA
"11",2019-05-10 13:15:00,26.622,26.622,26.695,NA,NA,NA
"12",2019-05-10 13:30:00,26.695,26.695,26.744,NA,NA,NA
"13",2019-05-10 13:45:00,26.744,26.744,26.818,NA,NA,NA
"14",2019-05-10 14:00:00,26.818,26.818,26.891,NA,NA,NA
"15",2019-05-10 14:15:00,26.793,26.793,26.867,NA,NA,NA
"16",2019-05-10 14:30:00,26.769,26.769,26.842,NA,NA,NA
"17",2019-05-10 14:45:00,26.769,26.769,26.842,NA,NA,NA
"18",2019-05-10 15:00:00,26.793,26.793,26.867,NA,NA,NA
"19",2019-05-10 15:15:00,26.793,26.793,26.867,NA,NA,NA
"20",2019-05-10 15:30:00,26.867,26.842,26.916,NA,NA,NA
"21",2019-05-10 15:45:00,26.891,26.867,26.94,NA,NA,NA
"22",2019-05-10 16:00:00,26.891,26.891,26.965,NA,NA,NA
"23",2019-05-10 16:15:00,26.842,26.842,26.916,NA,NA,NA
"24",2019-05-10 16:30:00,26.867,26.867,26.94,NA,NA,NA
"25",2019-05-10 16:45:00,26.94,26.916,26.989,NA,NA,NA
"26",2019-05-10 17:00:00,26.94,26.94,27.014,NA,NA,NA
"27",2019-05-10 17:15:00,26.94,26.94,26.989,NA,NA,NA
"28",2019-05-10 17:30:00,26.965,26.94,27.014,NA,NA,NA
"29",2019-05-10 17:45:00,26.965,26.965,27.038,NA,NA,NA
"30",2019-05-10 18:00:00,26.989,26.989,27.063,NA,NA,NA
"31",2019-05-10 18:15:00,26.965,26.965,27.014,NA,NA,NA
"32",2019-05-10 18:30:00,26.94,26.94,27.014,NA,NA,NA
"33",2019-05-10 18:45:00,26.818,26.842,26.891,NA,NA,NA
"34",2019-05-10 19:00:00,26.818,26.818,26.867,NA,NA,NA
"35",2019-05-10 19:15:00,26.818,26.818,26.891,NA,NA,NA
"36",2019-05-10 19:30:00,26.769,26.793,26.867,NA,NA,NA
"37",2019-05-10 19:45:00,26.744,26.744,26.818,NA,NA,NA
"38",2019-05-10 20:00:00,26.744,26.72,26.793,26.793,26.818,26.793
"39",2019-05-10 20:15:00,26.72,26.72,26.769,26.695,26.744,26.769
"40",2019-05-10 20:30:00,26.72,26.72,26.793,26.695,26.744,26.769
"41",2019-05-10 20:45:00,26.622,26.622,26.671,26.622,26.671,26.671
"42",2019-05-10 21:00:00,26.646,26.622,26.671,26.622,26.695,26.72
"43",2019-05-10 21:15:00,26.646,26.622,26.671,26.646,26.671,26.671
"44",2019-05-10 21:30:00,26.671,26.646,26.72,26.671,26.695,26.695
"45",2019-05-10 21:45:00,26.72,26.695,26.744,26.72,26.744,26.744
"46",2019-05-10 22:00:00,26.769,26.744,26.793,26.769,26.793,26.793
"47",2019-05-10 22:15:00,26.695,26.671,26.744,26.695,26.744,26.72
"48",2019-05-10 22:30:00,26.622,26.622,26.671,26.646,26.671,26.646
"49",2019-05-10 22:45:00,26.646,26.622,26.671,26.646,26.671,26.646
"50",2019-05-10 23:00:00,26.695,26.671,26.72,26.671,26.72,26.695
"51",2019-05-10 23:15:00,26.671,26.671,26.72,26.671,26.72,26.695
"52",2019-05-10 23:30:00,26.695,26.671,26.72,26.695,26.72,26.695
"53",2019-05-10 23:45:00,26.524,26.524,26.573,26.549,26.598,26.573
"54",2019-05-11 00:00:00,26.451,26.426,26.5,26.451,26.5,26.475
"55",2019-05-11 00:15:00,26.5,26.475,26.524,26.5,26.524,26.5
"56",2019-05-11 00:30:00,26.549,26.5,26.573,26.524,26.549,26.549
"57",2019-05-11 00:45:00,26.524,26.5,26.549,26.524,26.549,26.524
"58",2019-05-11 01:00:00,26.475,26.475,26.524,26.5,26.524,26.5
"59",2019-05-11 01:15:00,26.451,26.451,26.5,26.451,26.5,26.475
"60",2019-05-11 01:30:00,26.378,26.353,26.426,26.378,26.426,26.402
"61",2019-05-11 01:45:00,26.353,26.329,26.378,26.353,26.378,26.378
"62",2019-05-11 02:00:00,26.353,26.329,26.378,26.353,26.378,26.353
"63",2019-05-11 02:15:00,26.304,26.304,26.353,26.304,26.353,26.329
"64",2019-05-11 02:30:00,26.329,26.304,26.378,26.329,26.378,26.353
"65",2019-05-11 02:45:00,26.329,26.304,26.378,26.329,26.353,26.353
"66",2019-05-11 03:00:00,26.329,26.329,26.378,26.353,26.378,26.353
"67",2019-05-11 03:15:00,26.378,26.353,26.426,26.378,26.426,26.402
"68",2019-05-11 03:30:00,26.426,26.402,26.475,26.426,26.475,26.451
"69",2019-05-11 03:45:00,26.451,26.426,26.475,26.451,26.475,26.451
"70",2019-05-11 04:00:00,26.426,26.426,26.475,26.426,26.475,26.451
"71",2019-05-11 04:15:00,26.451,26.426,26.5,26.451,26.475,26.475
"72",2019-05-11 04:30:00,26.426,26.402,26.475,26.426,26.475,26.451
"73",2019-05-11 04:45:00,26.426,26.426,26.475,26.426,26.475,26.451
"74",2019-05-11 05:00:00,26.451,26.426,26.475,26.451,26.475,26.451
"75",2019-05-11 05:15:00,26.451,26.451,26.5,26.451,26.5,26.475
"76",2019-05-11 05:30:00,26.451,26.451,26.5,26.451,26.5,26.475
"77",2019-05-11 05:45:00,26.451,26.426,26.475,26.426,26.475,26.451
"78",2019-05-11 06:00:00,26.426,26.426,26.475,26.426,26.475,26.451
"79",2019-05-11 06:15:00,26.451,26.426,26.5,26.451,26.5,26.475
"80",2019-05-11 06:30:00,26.402,26.402,26.451,26.402,26.451,26.426
"81",2019-05-11 06:45:00,26.402,26.378,26.451,26.402,26.451,26.426
"82",2019-05-11 07:00:00,26.426,26.402,26.451,26.426,26.451,26.426
"83",2019-05-11 07:15:00,26.451,26.426,26.475,26.426,26.475,26.451
"84",2019-05-11 07:30:00,26.402,26.402,26.451,26.426,26.451,26.426
"85",2019-05-11 07:45:00,26.426,26.426,26.475,26.451,26.475,26.451
"86",2019-05-11 08:00:00,26.5,26.5,26.549,26.475,26.5,26.524
"87",2019-05-11 08:15:00,26.549,26.524,26.598,26.549,26.598,26.573
"88",2019-05-11 08:30:00,26.549,26.549,26.598,26.524,26.622,26.573
"89",2019-05-11 08:45:00,26.549,26.549,26.622,26.573,26.622,26.598
"90",2019-05-11 09:00:00,26.549,26.549,26.622,26.598,26.646,26.598
"91",2019-05-11 09:15:00,26.598,26.573,26.646,26.622,26.671,26.646
"92",2019-05-11 09:30:00,26.646,26.622,26.695,26.671,26.695,26.695
"93",2019-05-11 09:45:00,26.695,26.646,26.695,26.671,26.72,26.695
"94",2019-05-11 10:00:00,26.744,26.622,26.695,26.671,26.72,26.695
"95",2019-05-11 10:15:00,26.769,26.671,26.744,26.72,26.744,26.72
"96",2019-05-11 10:30:00,26.793,26.695,26.769,26.744,26.793,26.769
"97",2019-05-11 10:45:00,26.842,26.744,26.793,26.769,26.818,26.793
"98",2019-05-11 11:00:00,26.867,26.744,26.818,26.793,26.818,26.793
"99",2019-05-11 11:15:00,26.891,26.793,26.842,26.818,26.867,26.842
"100",2019-05-11 11:30:00,26.94,26.842,26.891,26.867,26.916,26.891
"101",2019-05-11 11:45:00,26.989,26.867,26.94,26.916,26.965,26.94
"102",2019-05-11 12:00:00,26.94,26.867,26.94,26.916,26.94,26.916
"103",2019-05-11 12:15:00,26.94,26.867,26.94,26.916,26.965,26.94
"104",2019-05-11 12:30:00,26.989,26.94,27.014,26.989,27.014,27.014
