Date,Timepoint,PLUG.ID,Genotype,Species,Photo.Number,Tank,Treatment,Red.Standard,Green.Standard,Blue.Standard,Red.Coral,Green.Coral,Blue.Coral,Notes
5/10/19,Time0,1599,PC_4,P. acuta,40,5,High,141.594,70.985,105.649,144.387,115.962,92.649,
5/10/19,Time0,1640,PC_4,P. acuta,40,5,High,141.594,70.985,105.649,110.503,84.61,76.704,
5/10/19,Time0,2744,PC_4,P. acuta,40,5,High,141.594,70.985,105.649,119.874,89.203,75.25,Dead spot on the top (present when fragmented)
5/10/19,Time0,2022,PC_4,P. acuta,40,5,High,141.594,70.985,105.649,128.756,103.541,92.192,
5/11/19,Time0,1753,MC_206,M. capitata,41,6,Ambient,150.681,76.505,116.219,123.927,94.143,68.435,Pale tips 
5/11/19,Time0,1052,MC_206,M. capitata,41,6,Ambient,150.681,76.505,116.219,121.134,91.671,61.047,
5/11/19,Time0,2996,MC_206,M. capitata,41,6,Ambient,150.681,76.505,116.219,114.345,86.857,66.986,
5/11/19,Time0,1625,MC_206,M. capitata,41,6,Ambient,150.681,76.505,116.219,140.697,111.845,80.256,
5/11/19,Time0,2210,MC_206,M. capitata,41,6,Ambient,150.681,76.505,116.219,112.168,85.774,77.376,
5/11/19,Time0,1210,MC_291,M. capitata,43,6,Ambient,138.011,68.506,109.856,130.845,101.282,71.339,
5/11/19,Time0,1558,MC_291,M. capitata,43,6,Ambient,138.011,68.506,109.856,118.337,90.749,65.679,
5/11/19,Time0,1427,MC_291,M. capitata,43,6,Ambient,138.011,68.506,109.856,130.956,103.956,78.474,
5/11/19,Time0,1076,MC_291,M. capitata,43,6,Ambient,138.011,68.506,109.856,122.846,95.9,71.653,
5/11/19,Time0,1604,MC_291,M. capitata,43,6,Ambient,138.011,68.506,109.856,125.005,95.214,74.511,
5/11/19,Time0,1633,MC_248,M. capitata,45,6,Ambient,142.819,71.855,110.271,132.527,103.963,70.373,
5/11/19,Time0,1161,MC_248,M. capitata,45,6,Ambient,142.819,71.855,110.271,138.991,108.032,75.393,
5/11/19,Time0,2413,MC_248,M. capitata,45,6,Ambient,142.819,71.855,110.271,146.413,121.68,94.333,Bleached on top
5/11/19,Time0,1331,MC_248,M. capitata,45,6,Ambient,142.819,71.855,110.271,134.136,104.803,74.242,
5/11/19,Time0,1462,MC_248,M. capitata,45,6,Ambient,142.819,71.855,110.271,151.464,125.457,100.182,Bleached on top
5/11/19,Time0,2565,MC_289,M. capitata,47,6,Ambient,136.937,68.629,108.482,120.204,94.958,73.108,Bleached on top
5/11/19,Time0,2874,MC_289,M. capitata,47,6,Ambient,136.937,68.629,108.482,152.623,127.248,97.791,Bleached on top
5/11/19,Time0,2741,MC_289,M. capitata,47,6,Ambient,136.937,68.629,108.482,149.257,125.335,97.831,
5/11/19,Time0,1284,MC_289,M. capitata,47,6,Ambient,136.937,68.629,108.482,136.501,111.84,87.025,
5/11/19,Time0,1603,MC_289,M. capitata,47,6,Ambient,136.937,68.629,108.482,136.884,109.532,86.081,
5/11/19,Time0,1449,PC_1,P. acuta,42,6,Ambient,137.524,67.66,106.781,103.537,76.722,58.598,
5/11/19,Time0,1156,PC_1,P. acuta,42,6,Ambient,137.524,67.66,106.781,137.983,110.353,79.689,
5/11/19,Time0,1047,PC_1,P. acuta,42,6,Ambient,137.524,67.66,106.781,153.553,130.995,102.823,
5/11/19,Time0,1556,PC_1,P. acuta,42,6,Ambient,137.524,67.66,106.781,146.414,119.886,93.563,
5/11/19,Time0,1299,PC_1,P. acuta,42,6,Ambient,137.524,67.66,106.781,111.745,85.61,71.244,
5/11/19,Time0,1577,PC_2,P. acuta,44,6,Ambient,135.463,65.195,106.529,127.456,100.329,72.058,
5/11/19,Time0,2072,PC_2,P. acuta,44,6,Ambient,135.463,65.195,106.529,146.168,116.768,85.298,
5/11/19,Time0,1230,PC_2,P. acuta,44,6,Ambient,135.463,65.195,106.529,173.404,155.202,127.203,
5/11/19,Time0,1445,PC_2,P. acuta,44,6,Ambient,135.463,65.195,106.529,155.119,135.534,113.946,
5/11/19,Time0,1632,PC_2,P. acuta,44,6,Ambient,135.463,65.195,106.529,148.628,128.641,109.807,
5/11/19,Time0,3001,PC_3,P. acuta,46,6,Ambient,139.206,71.056,107.952,152.291,124.947,86.369,
5/11/19,Time0,2854,PC_3,P. acuta,46,6,Ambient,139.206,71.056,107.952,150.486,124.649,93.422,
5/11/19,Time0,1482,PC_3,P. acuta,46,6,Ambient,139.206,71.056,107.952,161.969,138.652,107.146,
5/11/19,Time0,2554,PC_3,P. acuta,46,6,Ambient,139.206,71.056,107.952,153.304,128.505,97.128,
5/11/19,Time0,1310,PC_3,P. acuta,46,6,Ambient,139.206,71.056,107.952,148.685,123.211,96.554,
5/11/19,Time0,2088,PC_4,P. acuta,48,6,Ambient,135.065,67.344,107.182,123.188,94.188,76.068,
5/11/19,Time0,2194,PC_4,P. acuta,48,6,Ambient,135.065,67.344,107.182,137.699,109.414,77.322,
5/11/19,Time0,2872,PC_4,P. acuta,48,6,Ambient,135.065,67.344,107.182,114.089,86.3,66.529,
5/11/19,Time0,2532,PC_4,P. acuta,48,6,Ambient,135.065,67.344,107.182,117.47,90.654,73.962,
5/11/19,Time0,1637,PC_4,P. acuta,48,6,Ambient,135.065,67.344,107.182,127.468,105.448,89.593,
5/17/19,Time1,2392,MC_206,M. capitata,49,1,Ambient,151.548,77.572,117.139,103.383,76.529,56.075,
5/17/19,Time1,2734,MC_206,M. capitata,49,1,Ambient,151.548,77.572,117.139,135.296,105.873,75.836,
5/17/19,Time1,1050,MC_206,M. capitata,49,1,Ambient,151.548,77.572,117.139,121.428,92.527,68.144,
5/17/19,Time1,1048,MC_206,M. capitata,49,1,Ambient,151.548,77.572,117.139,129.476,100.975,73.826,
5/17/19,Time1,1477,MC_206,M. capitata,49,1,Ambient,151.548,77.572,117.139,93.195,68.871,58.981,
5/17/19,Time1,1570,MC_291,M. capitata,51,1,Ambient,146.271,76.438,116.861,116.396,92.542,67.949,
5/17/19,Time1,1574,MC_291,M. capitata,51,1,Ambient,146.271,76.438,116.861,133.343,106.436,77.906,
5/17/19,Time1,1093,MC_291,M. capitata,51,1,Ambient,146.271,76.438,116.861,129.794,105.162,80.409,
5/17/19,Time1,1639,MC_291,M. capitata,51,1,Ambient,146.271,76.438,116.861,134.028,108.238,83.863,
5/17/19,Time1,1124,MC_291,M. capitata,51,1,Ambient,146.271,76.438,116.861,117.445,92.591,70.436,
5/17/19,Time1,1539,MC_248,M. capitata,53,1,Ambient,,,,,,,
5/17/19,Time1,1740,MC_248,M. capitata,53,1,Ambient,,,,,,,
5/17/19,Time1,1271,MC_248,M. capitata,53,1,Ambient,,,,,,,
5/17/19,Time1,1544,MC_248,M. capitata,53,1,Ambient,,,,,,,
5/17/19,Time1,2555,MC_248,M. capitata,53,1,Ambient,,,,,,,
5/17/19,Time1,2519,MC_248,M. capitata,53,1,Ambient,,,,,,,
5/17/19,Time1,2363,MC_289,M. capitata,55,1,Ambient,,,,,,,
5/17/19,Time1,1721,MC_289,M. capitata,55,1,Ambient,,,,,,,
5/17/19,Time1,2530,MC_289,M. capitata,55,1,Ambient,,,,,,,
5/17/19,Time1,2754,MC_289,M. capitata,55,1,Ambient,,,,,,,
5/17/19,Time1,1535,MC_289,M. capitata,55,1,Ambient,,,,,,,
5/17/19,Time1,2887,PC_1,P. acuta,50,1,Ambient,141.671,73.615,112.887,155.519,133.98,102.135,
5/17/19,Time1,1344,PC_1,P. acuta,50,1,Ambient,141.671,73.615,112.887,164.516,144.113,113.47,
5/17/19,Time1,1213,PC_1,P. acuta,50,1,Ambient,141.671,73.615,112.887,165.72,144.706,114.31,
5/17/19,Time1,1750,PC_1,P. acuta,50,1,Ambient,141.671,73.615,112.887,162.231,142.669,114.261,
5/17/19,Time1,2540,PC_1,P. acuta,50,1,Ambient,141.671,73.615,112.887,143.509,122.179,100,
5/17/19,Time1,1207,PC_2,P. acuta,52,1,Ambient,138.687,69.852,110.03,162.715,144.336,109.581,
5/17/19,Time1,1278,PC_2,P. acuta,52,1,Ambient,138.687,69.852,110.03,173.578,156.68,121.618,
5/17/19,Time1,2535,PC_2,P. acuta,52,1,Ambient,138.687,69.852,110.03,152.605,129.774,97.783,
5/17/19,Time1,2010,PC_2,P. acuta,52,1,Ambient,138.687,69.852,110.03,157.618,133.936,97.35,
5/17/19,Time1,2009,PC_2,P. acuta,52,1,Ambient,138.687,69.852,110.03,171.648,152.979,118.453,
5/17/19,Time1,2081,PC_2,P. acuta,52,1,Ambient,138.687,69.852,110.03,149.059,128.24,101.987,
5/17/19,Time1,1654,PC_3,P. acuta,54,1,Ambient,,,,,,,
5/17/19,Time1,1079,PC_3,P. acuta,54,1,Ambient,,,,,,,
5/17/19,Time1,1638,PC_3,P. acuta,54,1,Ambient,,,,,,,
5/17/19,Time1,1106,PC_3,P. acuta,54,1,Ambient,,,,,,,
5/17/19,Time1,1415,PC_3,P. acuta,54,1,Ambient,,,,,,,
5/17/19,Time1,3000,PC_4,P. acuta,56,1,Ambient,,,,,,,
5/17/19,Time1,1231,PC_4,P. acuta,56,1,Ambient,,,,,,,
5/17/19,Time1,1092,PC_4,P. acuta,56,1,Ambient,,,,,,,
5/17/19,Time1,1101,PC_4,P. acuta,56,1,Ambient,,,,,,,
5/17/19,Time1,2978,PC_4,P. acuta,56,1,Ambient,,,,,,,
5/17/19,Time1,1629,MC_206,M. capitata,57,2,High,143.685,76.299,114.666,99.147,70.939,45.922,
5/17/19,Time1,1773,MC_206,M. capitata,57,2,High,143.685,76.299,114.666,99.448,72.61,50.584,
5/17/19,Time1,1726,MC_206,M. capitata,57,2,High,143.685,76.299,114.666,134.03,108.435,81.278,
5/17/19,Time1,1688,MC_206,M. capitata,57,2,High,143.685,76.299,114.666,122.424,96.159,76.547,
5/17/19,Time1,1078,MC_206,M. capitata,57,2,High,143.685,76.299,114.666,134.635,110.153,93.493,
5/17/19,Time1,1591,MC_291,M. capitata,59,2,High,142.575,73.135,112.528,116.067,87.467,60.07,
5/17/19,Time1,2396,MC_291,M. capitata,59,2,High,142.575,73.135,112.528,122.398,95.962,71.472,
5/17/19,Time1,1725,MC_291,M. capitata,59,2,High,142.575,73.135,112.528,129.05,102.147,76.706,
5/17/19,Time1,2411,MC_291,M. capitata,59,2,High,142.575,73.135,112.528,107.778,82.796,63.297,
5/17/19,Time1,1178,MC_291,M. capitata,59,2,High,142.575,73.135,112.528,123.352,99.025,79.612,
5/17/19,Time1,2747,MC_248,M. capitata,61,2,High,,,,,,,
5/17/19,Time1,1095,MC_248,M. capitata,61,2,High,,,,,,,
5/17/19,Time1,1468,MC_248,M. capitata,61,2,High,,,,,,,
5/17/19,Time1,2740,MC_248,M. capitata,61,2,High,,,,,,,
5/17/19,Time1,1142,MC_248,M. capitata,61,2,High,,,,,,,
5/17/19,Time1,1717,MC_289,M. capitata,63,2,High,,,,,,,
5/17/19,Time1,2875,MC_289,M. capitata,63,2,High,,,,,,,
5/17/19,Time1,1624,MC_289,M. capitata,63,2,High,,,,,,,
5/17/19,Time1,2183,MC_289,M. capitata,63,2,High,,,,,,,
5/17/19,Time1,2023,MC_289,M. capitata,63,2,High,,,,,,,
5/17/19,Time1,1490,PC_1,P. acuta,58,2,High,135.482,71.453,106.79,148.772,129.436,101.978,
5/17/19,Time1,2995,PC_1,P. acuta,58,2,High,135.482,71.453,106.79,145.4,119.67,91.109,
5/17/19,Time1,1222,PC_1,P. acuta,58,2,High,135.482,71.453,106.79,149.869,124.158,93.81,
5/17/19,Time1,1600,PC_1,P. acuta,58,2,High,135.482,71.453,106.79,159.552,139.353,113.207,
5/17/19,Time1,1481,PC_1,P. acuta,58,2,High,135.482,71.453,106.79,136.44,112.659,92.758,
5/17/19,Time1,1215,PC_2,P. acuta,60,2,High,135.552,68.865,106.42,152.045,128.354,98.106,
5/17/19,Time1,1208,PC_2,P. acuta,60,2,High,135.552,68.865,106.42,150.063,125.105,94.34,
5/17/19,Time1,1586,PC_2,P. acuta,60,2,High,135.552,68.865,106.42,163.909,140.279,106.174,
5/17/19,Time1,1326,PC_2,P. acuta,60,2,High,135.552,68.865,106.42,166.816,144.423,109.96,
5/17/19,Time1,1216,PC_2,P. acuta,60,2,High,135.552,68.865,106.42,156.915,136.725,113.533,
5/17/19,Time1,1997,PC_3,P. acuta,62,2,High,,,,,,,
5/17/19,Time1,1317,PC_3,P. acuta,62,2,High,,,,,,,
5/17/19,Time1,2391,PC_3,P. acuta,62,2,High,,,,,,,
5/17/19,Time1,1428,PC_3,P. acuta,62,2,High,,,,,,,
5/17/19,Time1,1196,PC_3,P. acuta,62,2,High,,,,,,,
5/17/19,Time1,1737,PC_4,P. acuta,64,2,High,,,,,,,
5/17/19,Time1,1454,PC_4,P. acuta,64,2,High,,,,,,,
5/17/19,Time1,2397,PC_4,P. acuta,64,2,High,,,,,,,
5/17/19,Time1,2192,PC_4,P. acuta,64,2,High,,,,,,,
5/17/19,Time1,1425,PC_4,P. acuta,64,2,High,,,,,,,
5/17/19,Time1,1323,MC_206,M. capitata,65,3,High,,,,,,,
5/17/19,Time1,1063,MC_206,M. capitata,65,3,High,,,,,,,
5/17/19,Time1,1327,MC_206,M. capitata,65,3,High,,,,,,,
5/17/19,Time1,1338,MC_206,M. capitata,65,3,High,,,,,,,
5/17/19,Time1,2985,MC_206,M. capitata,65,3,High,,,,,,,
5/17/19,Time1,1328,MC_291,M. capitata,67,3,High,,,,,,,
5/17/19,Time1,2306,MC_291,M. capitata,67,3,High,,,,,,,
5/17/19,Time1,1447,MC_291,M. capitata,67,3,High,,,,,,,
5/17/19,Time1,1321,MC_291,M. capitata,67,3,High,,,,,,,
5/17/19,Time1,1587,MC_291,M. capitata,67,3,High,,,,,,,
5/17/19,Time1,1645,MC_248,M. capitata,69,3,High,,,,,,,
5/17/19,Time1,2005,MC_248,M. capitata,69,3,High,,,,,,,
5/17/19,Time1,1730,MC_248,M. capitata,69,3,High,,,,,,,
5/17/19,Time1,1277,MC_248,M. capitata,69,3,High,,,,,,,
5/17/19,Time1,1442,MC_248,M. capitata,69,3,High,,,,,,,
5/17/19,Time1,1286,MC_289,M. capitata,71,3,High,,,,,,,
5/17/19,Time1,1341,MC_289,M. capitata,71,3,High,,,,,,,
5/17/19,Time1,2998,MC_289,M. capitata,71,3,High,,,,,,,
5/17/19,Time1,2204,MC_289,M. capitata,71,3,High,,,,,,,
5/17/19,Time1,2750,MC_289,M. capitata,71,3,High,,,,,,,
5/17/19,Time1,1114,PC_1,P. acuta,66,3,High,,,,,,,
5/17/19,Time1,1060,PC_1,P. acuta,66,3,High,,,,,,,
5/17/19,Time1,2156,PC_1,P. acuta,66,3,High,,,,,,,
5/17/19,Time1,2739,PC_1,P. acuta,66,3,High,,,,,,,
5/17/19,Time1,1999,PC_1,P. acuta,66,3,High,,,,,,,
5/17/19,Time1,1707,PC_2,P. acuta,68,3,High,,,,,,,
5/17/19,Time1,2855,PC_2,P. acuta,68,3,High,,,,,,,
5/17/19,Time1,1570,PC_2,P. acuta,68,3,High,,,,,,,
5/17/19,Time1,2180,PC_2,P. acuta,68,3,High,,,,,,,
5/17/19,Time1,2866,PC_2,P. acuta,68,3,High,,,,,,,
5/17/19,Time1,2733,PC_3,P. acuta,70,3,High,,,,,,,
5/17/19,Time1,2169,PC_3,P. acuta,70,3,High,,,,,,,
5/17/19,Time1,2552,PC_3,P. acuta,70,3,High,,,,,,,
5/17/19,Time1,1769,PC_3,P. acuta,70,3,High,,,,,,,
5/17/19,Time1,1090,PC_3,P. acuta,70,3,High,,,,,,,
5/17/19,Time1,1270,PC_4,P. acuta,72,3,High,,,,,,,
5/17/19,Time1,2528,PC_4,P. acuta,72,3,High,,,,,,,
5/17/19,Time1,1579,PC_4,P. acuta,72,3,High,,,,,,,
5/17/19,Time1,2988,PC_4,P. acuta,72,3,High,,,,,,,
5/17/19,Time1,2511,PC_4,P. acuta,72,3,High,,,,,,,
5/17/19,Time1,1229,MC_206,M. capitata,73,4,Ambient,,,,,,,
5/17/19,Time1,1236,MC_206,M. capitata,73,4,Ambient,,,,,,,
5/17/19,Time1,1736,MC_206,M. capitata,73,4,Ambient,,,,,,,
5/17/19,Time1,1121,MC_206,M. capitata,73,4,Ambient,,,,,,,
5/17/19,Time1,1258,MC_206,M. capitata,73,4,Ambient,,,,,,,
5/17/19,Time1,1157,MC_291,M. capitata,75,4,Ambient,,,,,,,
5/17/19,Time1,2212,MC_291,M. capitata,75,4,Ambient,,,,,,,
5/17/19,Time1,1302,MC_291,M. capitata,75,4,Ambient,,,,,,,
5/17/19,Time1,1775,MC_291,M. capitata,75,4,Ambient,,,,,,,
5/17/19,Time1,1084,MC_291,M. capitata,75,4,Ambient,,,,,,,
5/17/19,Time1,1169,MC_248,M. capitata,77,4,Ambient,,,,,,,
5/17/19,Time1,2172,MC_248,M. capitata,77,4,Ambient,,,,,,,
5/17/19,Time1,1308,MC_248,M. capitata,77,4,Ambient,,,,,,,
5/17/19,Time1,1243,MC_248,M. capitata,77,4,Ambient,,,,,,,
5/17/19,Time1,1772,MC_248,M. capitata,77,4,Ambient,,,,,,,
5/17/19,Time1,2393,MC_289,M. capitata,79,4,Ambient,,,,,,,
5/17/19,Time1,1426,MC_289,M. capitata,79,4,Ambient,,,,,,,
5/17/19,Time1,1595,MC_289,M. capitata,79,4,Ambient,,,,,,,
5/17/19,Time1,2153,MC_289,M. capitata,79,4,Ambient,,,,,,,
5/17/19,Time1,1609,MC_289,M. capitata,79,4,Ambient,,,,,,,
5/17/19,Time1,1119,PC_1,P. acuta,74,4,Ambient,,,,,,,
5/17/19,Time1,2388,PC_1,P. acuta,74,4,Ambient,,,,,,,
5/17/19,Time1,1676,PC_1,P. acuta,74,4,Ambient,,,,,,,
5/17/19,Time1,1588,PC_1,P. acuta,74,4,Ambient,,,,,,,
5/17/19,Time1,1319,PC_1,P. acuta,74,4,Ambient,,,,,,,
5/17/19,Time1,1622,PC_2,P. acuta,76,4,Ambient,,,,,,,
5/17/19,Time1,1583,PC_2,P. acuta,76,4,Ambient,,,,,,,
5/17/19,Time1,2864,PC_2,P. acuta,76,4,Ambient,,,,,,,
5/17/19,Time1,1998,PC_2,P. acuta,76,4,Ambient,,,,,,,
5/17/19,Time1,1181,PC_2,P. acuta,76,4,Ambient,,,,,,,
5/17/19,Time1,1296,PC_3,P. acuta,78,4,Ambient,,,,,,,
5/17/19,Time1,1068,PC_3,P. acuta,78,4,Ambient,,,,,,,
5/17/19,Time1,1212,PC_3,P. acuta,78,4,Ambient,,,,,,,
5/17/19,Time1,1297,PC_3,P. acuta,78,4,Ambient,,,,,,,
5/17/19,Time1,1651,PC_3,P. acuta,78,4,Ambient,,,,,,,
5/17/19,Time1,1592,PC_4,P. acuta,80,4,Ambient,,,,,,,
5/17/19,Time1,1103,PC_4,P. acuta,80,4,Ambient,,,,,,,
5/17/19,Time1,1044,PC_4,P. acuta,80,4,Ambient,,,,,,,
5/17/19,Time1,2191,PC_4,P. acuta,80,4,Ambient,,,,,,,
5/17/19,Time1,1115,PC_4,P. acuta,80,4,Ambient,,,,,,,
5/17/19,Time1,2999,MC_206,M. capitata,81,5,High,,,,,,,
5/17/19,Time1,1598,MC_206,M. capitata,81,5,High,,,,,,,
5/17/19,Time1,1307,MC_206,M. capitata,81,5,High,,,,,,,
5/17/19,Time1,2025,MC_206,M. capitata,81,5,High,,,,,,,
5/17/19,Time1,1744,MC_206,M. capitata,81,5,High,,,,,,,
5/17/19,Time1,2019,MC_206,M. capitata,81,5,High,,,,,,,
5/17/19,Time1,1303,MC_291,M. capitata,83,5,High,,,,,,,
5/17/19,Time1,1475,MC_291,M. capitata,83,5,High,,,,,,,
5/17/19,Time1,1239,MC_291,M. capitata,83,5,High,,,,,,,
5/17/19,Time1,2534,MC_291,M. capitata,83,5,High,,,,,,,
5/17/19,Time1,2756,MC_291,M. capitata,83,5,High,,,,,,,
5/17/19,Time1,1256,MC_248,M. capitata,85,5,High,,,,,,,
5/17/19,Time1,1565,MC_248,M. capitata,85,5,High,,,,,,,
5/17/19,Time1,1294,MC_248,M. capitata,85,5,High,,,,,,,
5/17/19,Time1,1738,MC_248,M. capitata,85,5,High,,,,,,,
5/17/19,Time1,1710,MC_248,M. capitata,85,5,High,,,,,,,
5/17/19,Time1,1418,MC_289,M. capitata,87,5,High,,,,,,,
5/17/19,Time1,1262,MC_289,M. capitata,87,5,High,,,,,,,
5/17/19,Time1,2058,MC_289,M. capitata,87,5,High,,,,,,,
5/17/19,Time1,1713,MC_289,M. capitata,87,5,High,,,,,,,
5/17/19,Time1,2878,MC_289,M. capitata,87,5,High,,,,,,,
5/17/19,Time1,1240,PC_1,P. acuta,82,5,High,,,,,,,
5/17/19,Time1,2076,PC_1,P. acuta,82,5,High,,,,,,,
5/17/19,Time1,1232,PC_1,P. acuta,82,5,High,,,,,,,
5/17/19,Time1,2981,PC_1,P. acuta,82,5,High,,,,,,,
5/17/19,Time1,1751,PC_1,P. acuta,82,5,High,,,,,,,
5/17/19,Time1,1098,PC_2,P. acuta,84,5,High,,,,,,,
5/17/19,Time1,1580,PC_2,P. acuta,84,5,High,,,,,,,
5/17/19,Time1,1268,PC_2,P. acuta,84,5,High,,,,,,,
5/17/19,Time1,1168,PC_2,P. acuta,84,5,High,,,,,,,
5/17/19,Time1,2409,PC_2,P. acuta,84,5,High,,,,,,,
5/17/19,Time1,1594,PC_3,P. acuta,86,5,High,,,,,,,
5/17/19,Time1,1605,PC_3,P. acuta,86,5,High,,,,,,,
5/17/19,Time1,2001,PC_3,P. acuta,86,5,High,,,,,,,
5/17/19,Time1,1269,PC_3,P. acuta,86,5,High,,,,,,,
5/17/19,Time1,1702,PC_3,P. acuta,86,5,High,,,,,,,
5/17/19,Time1,1421,PC_4,P. acuta,88,5,High,,,,,,,
5/17/19,Time1,1599,PC_4,P. acuta,88,5,High,,,,,,,
5/17/19,Time1,1640,PC_4,P. acuta,88,5,High,,,,,,,
5/17/19,Time1,2744,PC_4,P. acuta,88,5,High,,,,,,,
5/17/19,Time1,2022,PC_4,P. acuta,88,5,High,,,,,,,
5/17/19,Time1,1753,MC_206,M. capitata,89,6,Ambient,,,,,,,
5/17/19,Time1,1052,MC_206,M. capitata,89,6,Ambient,,,,,,,
5/17/19,Time1,2996,MC_206,M. capitata,89,6,Ambient,,,,,,,
5/17/19,Time1,1625,MC_206,M. capitata,89,6,Ambient,,,,,,,
5/17/19,Time1,2210,MC_206,M. capitata,89,6,Ambient,,,,,,,
5/17/19,Time1,1210,MC_291,M. capitata,91,6,Ambient,,,,,,,
5/17/19,Time1,1558,MC_291,M. capitata,91,6,Ambient,,,,,,,
5/17/19,Time1,1427,MC_291,M. capitata,91,6,Ambient,,,,,,,
5/17/19,Time1,1076,MC_291,M. capitata,91,6,Ambient,,,,,,,
5/17/19,Time1,1604,MC_291,M. capitata,91,6,Ambient,,,,,,,
5/17/19,Time1,1633,MC_248,M. capitata,93,6,Ambient,,,,,,,
5/17/19,Time1,1161,MC_248,M. capitata,93,6,Ambient,,,,,,,
5/17/19,Time1,2413,MC_248,M. capitata,93,6,Ambient,,,,,,,
5/17/19,Time1,1331,MC_248,M. capitata,93,6,Ambient,,,,,,,
5/17/19,Time1,1462,MC_248,M. capitata,93,6,Ambient,,,,,,,
5/17/19,Time1,2565,MC_289,M. capitata,95,6,Ambient,,,,,,,
5/17/19,Time1,2874,MC_289,M. capitata,95,6,Ambient,,,,,,,
5/17/19,Time1,2741,MC_289,M. capitata,95,6,Ambient,,,,,,,
5/17/19,Time1,1284,MC_289,M. capitata,95,6,Ambient,,,,,,,
5/17/19,Time1,1603,MC_289,M. capitata,95,6,Ambient,,,,,,,
5/17/19,Time1,1449,PC_1,P. acuta,90,6,Ambient,,,,,,,
5/17/19,Time1,1156,PC_1,P. acuta,90,6,Ambient,,,,,,,
5/17/19,Time1,1047,PC_1,P. acuta,90,6,Ambient,,,,,,,
5/17/19,Time1,1556,PC_1,P. acuta,90,6,Ambient,,,,,,,
5/17/19,Time1,1299,PC_1,P. acuta,90,6,Ambient,,,,,,,
5/17/19,Time1,1577,PC_2,P. acuta,92,6,Ambient,,,,,,,
5/17/19,Time1,2072,PC_2,P. acuta,92,6,Ambient,,,,,,,
5/17/19,Time1,1230,PC_2,P. acuta,92,6,Ambient,,,,,,,
5/17/19,Time1,1445,PC_2,P. acuta,92,6,Ambient,,,,,,,
5/17/19,Time1,1632,PC_2,P. acuta,92,6,Ambient,,,,,,,
5/17/19,Time1,3001,PC_3,P. acuta,94,6,Ambient,,,,,,,
5/17/19,Time1,2854,PC_3,P. acuta,94,6,Ambient,,,,,,,
5/17/19,Time1,1482,PC_3,P. acuta,94,6,Ambient,,,,,,,
5/17/19,Time1,2554,PC_3,P. acuta,94,6,Ambient,,,,,,,
5/17/19,Time1,1310,PC_3,P. acuta,94,6,Ambient,,,,,,,
5/17/19,Time1,2088,PC_4,P. acuta,96,6,Ambient,,,,,,,
5/17/19,Time1,2194,PC_4,P. acuta,96,6,Ambient,,,,,,,
5/17/19,Time1,2872,PC_4,P. acuta,96,6,Ambient,,,,,,,
5/17/19,Time1,2532,PC_4,P. acuta,96,6,Ambient,,,,,,,
5/17/19,Time1,1637,PC_4,P. acuta,96,6,Ambient,,,,,,,